ID,Name,Description,Open Timings,Location,Category,Rating,Review Count
268,Diamond Willow Amethyst Mine,"a gemstone mine in Shuniah, Ontario, where visitors can dig for their own amethyst crystals. It offers a unique and hands-on experience for gemstone enthusiasts.",10:00 AM - 5:00 PM,Shuniah,"Speciality and Gift Shops, Mines",4.5,44
269,Lundy's Lane Battlefield,"a historic site in Niagara Falls, Ontario, commemorating the Battle of Lundy's Lane, a significant battle during the War of 1812. It offers interpretive panels and walking trails that provide insight into the battle's history.",,Niagara Falls,"Historic Sites, Battlefields",4,31
270,The Local Store - PEC,"Annual Holiday Market & Sale!!!Wed Oct 26-Sun Nov 6, 2022 ONE STOP SHOPPING destination for all things LOCAL to Prince Edward County, within the walls of a large restored dairy barn built in the late 1800s. Open May-Nov everyday &, always open with ON LINE SHOPPING 24/7- world wide shipping. County Gift Boxes are our specialty. Free gift wrapping and a free card. Click on our website to get to start! Over 150 artisans: fine art, pottery, woodworking, jewelry, glass, basketry, fabric art, sculpture, quilts, soaps, photography, greeting cards, books. For all of the foodies out there, we over 30 local food producer's. Also has 4 great featured areas. 1. The Loft Fine Art Gallery - the large collection of fine art produced by only County artists 2. Hayloft Antiques & collectables 3. Silks Vintage Shop - purses, silk scarves, jewelry and more 4. Kids Book Nook - with colouring stations for kids and lots of gently used books on nature and animals, plus puzzles. Crokono board set up too!",10:30 AM - 5:00 PM,Picton,"Speciality and Gift Shops, Antique Shops",4.5,68
271,Ska-Nah-Doht Village and Museum," an Indigenous heritage site in Mount Brydges, Ontario, showcasing reconstructed longhouses and exhibits that explore the history and culture of the local First Nations people.",8:30 AM - 5:30 PM,Mount Brydges,Speciality Museums,4,34
272,Fairy Lake Trail,"a scenic hiking trail in Southampton, Ontario, known for its beautiful views of Fairy Lake and the surrounding natural landscape. It's a peaceful and picturesque spot for outdoor recreation.",,Southampton,Hiking Trails,4,31
273,Butter Gallery,Fine art gallery featuring an eclectic mix of work from mainly local artists and artisans. Everything from stunning contemporary landscapes to whimsical wire work. Open seven days a week year round.,11:00 AM - 5:00 PM,Collingwood,Art Galleries,4.5,19
274,No. 6 Rcaf Dunnville Museum," a military aviation museum in Dunnville, Ontario, dedicated to preserving the history of the Royal Canadian Air Force's No. 6 Service Flying Training School during World War II. It features aircraft displays, artifacts, and memorabilia from the era.",,Dunnville,"Speciality Museums, History Museums",4.5,16
275,Grape Escape Wine Tours,Grape Escape Wine Tours offer daily tours by passenger vehicle or bicycle. A fun and educational way to learn about the winemaking process from vineyard to tasting room. Sample the regions finest and rarest wines including Ice-wine and experience the beauty of Niagara on the Lake. Our tours can include Gourmet Lunch or Dinner at one of the finest restaurants in the area. Our expert and knowledgeable guides will ensure you have a truly memorable experience.,9:00 AM - 5:00 PM,Niagara-on-the-lake,"Bike Tours, Wine Tours and Tastings",5,1684
276,The Old Mill Heritage Centre,"a museum in Kagawong, Ontario, housed in a historic mill building. It showcases the history of milling and logging in the area, as well as local art and culture.",11:00 AM - 4:00 PM,Kagawang,History Museums,4,27
277,Culinary Adventure Co.,"Toronto's premier Food Tour company since 2011. What makes Culinary Adventure Co. Food Tours + Adventures so delicious? It’s our passion for local food + drink, and our unwavering belief that “things taste better when you know where they come from.” This fierce commitment to our local partners, their stories, and their food - makes our job simple ... bring you to the best eats, sips and bites of the city. Join us on an adventure, and taste what all the buzz is about.",12:00 AM - 11:59 PM,Toronto,"Private Tours, Food Tours",5,1434
278,Colasanti's Tropical Gardens,"Colasanti's is a tropical wonderland destination for the whole family. Our 3.5 acres of family fun is proud to grow and sell plants year round. We carry bonsai, orchids, flowering, tropical plants, cacti and succulents. Our wholesale department grows plants for local garden centers and big box chain stores across Ontario and Quebec. Looking for unique home décor and garden décor? Stop in our Home Décor & Collectables Shoppe. Our restaurant is know for delicious Broasted Chicken, pizza, peach drink and cinnamon sugar donuts. Don't have time to cook? We can help. We offer a selection of homemade Frozen Foods featuring soups, pasta sauces, cabbage rolls, lasagna and more. Bring the kids and spend some time in our petting farm, 18 hole indoor mini golf course and arcade room. Free parking. No entrance fee. Indoor amusement rides were removed during the COVID lockdowns in summer 2020. See our website for department hours. Activity hours vary.",10:00 AM - 6:00 PM,Kingsville,Game and Entertainment Centres,4,219
279,Glenhyrst Art Gallery of Brant," an art gallery in Brantford, Ontario, known for its diverse collection of Canadian art and contemporary exhibitions. It also offers art classes, workshops, and cultural events.",10:00 AM - 5:00 PM,Brantford,Art Galleries,4.5,16
280,Carleton Place and Beckwith Heritage Museum,"The Carleton Place and Beckwith Heritage Museum is located in a heritage designated stone building. Built in 1872 as the Town Hall, it was converted to Victoria School in 1879. It served as a public school until 1969. Murals on the building tell its story as a municipal building and include prisoners in the jail cell and students from the past! Visit us to learn about the Township of Beckwith, first surveyed in 1816, and the community of Carleton Place founded in 1819 on the banks of the Mississippi River.Learn about our lumber industry, textile mills and strong military connections. Did you know Carleton Place is the home of Roy Brown, credited with shooting down the Red Baron in 1918? While on site, be sure to visit the Victoria School garden and ""Walk the Path"" at the Community Labyrinth, located behind the Museum.",10:00 AM - 4:00 PM,Carleton Place,History Museums,4.5,14
281,Homer Watson House & Gallery,"The mission of Homer Watson House & Gallery is to preserve and celebrate the legacy of Homer Watson’s creative spirit by stimulating the appreciation, enjoyment and practice of the visual arts. Mandate The Homer Watson House & Gallery will fulfill its mission by engaging in a four-part program of: Preservation and Collection of Homer Watson’s art, his home studio and gallery and the heritage of his life, his times and that of the Doon School of Fine Arts. Exhibition of the broad spectrum of Watson’s art and regular shows of contemporary local and regional artists. Education through instructional programs in the visual arts for the general public and curriculum-based school programming. Enrichment through special programs, events and activities.",9:30 AM - 4:30 PM,Kitchener,Art Galleries,4,18
282,Escape Key,"This immersive challenge puts you straight into the game itself and tasks you with the goal of finding the escape key and your way out. You and your friends or family are locked up, handcuffed, with 60 minutes to solve the challenges you find inside and escape. It's a unique escape from your daily life. Family friendly, and a great time for all!",12:00 PM - 12:00 AM,Brantford,Escape Games,5,104
283,Sherlock's Escapes,"Welcome to Kingston's detective themed Escape Room!! Sherlock has been missing for months now, and we hope you are ready to take on a detective's case for us. Can you solve the puzzles, unravel the mysteries, and help us deduce what happened to Sherlock??? Fun and excitement for all ages, bring your date/family/friends/co-workers, bring whoever! Just make sure they are ACE DETECTIVE material because you only have an hour to solve the case!",10:00 AM - 11:45 PM,Kingston,Escape Games,5,156
284,Arnprior and District Museum," a local history museum in Arnprior, Ontario, showcasing the history and heritage of the town and surrounding area. It features exhibits on early settlement, industry, and community ",11:00 AM - 4:00 PM,Arnprior,Speciality Museums,4,19
